,Date,Open,Close,High,Low,Volume
3971,2022-06-11 04:24:00,29354.0,29358.0,29358.0,29354.0,0.045
3970,2022-06-11 04:25:00,29358.95509705,29358.0,29360.0,29358.0,0.03027446
3969,2022-06-11 04:26:00,29358.0,29340.0,29361.0,29340.0,0.29799273
3968,2022-06-11 04:27:00,29340.0,29339.0,29343.0,29338.0,0.00039554
3967,2022-06-11 04:28:00,29346.0,29342.0,29346.0,29338.0,0.00522136
3966,2022-06-11 04:29:00,29338.0,29338.0,29342.0,29338.0,0.0104
3965,2022-06-11 04:30:00,29338.0,29342.0,29342.0,29338.0,0.00581027
3964,2022-06-11 04:31:00,29340.0,29342.0,29342.0,29340.0,0.01515613
3963,2022-06-11 04:32:00,29340.0,29343.0,29346.0,29338.0,0.01819211
3962,2022-06-11 04:33:00,29346.0,29338.0,29346.0,29338.0,0.00049244
3961,2022-06-11 04:34:00,29338.0,29339.0,29339.0,29338.0,0.00028923999999999996
3960,2022-06-11 04:35:00,29339.0,29338.0,29339.0,29338.0,0.021801169999999998
3959,2022-06-11 04:36:00,29338.0,29341.0,29341.0,29338.0,0.02511225
3958,2022-06-11 04:37:00,29337.0,29345.0,29345.0,29337.0,0.0004254
3957,2022-06-11 04:38:00,29349.0,29350.0,29350.0,29348.0,0.00026534
3956,2022-06-11 04:39:00,29348.0,29348.0,29348.0,29348.0,0.6919024500000001
3955,2022-06-11 04:40:00,29348.0,29348.0,29349.0,29348.0,0.30977068
3954,2022-06-11 04:41:00,29348.0,29344.0,29348.0,29344.0,0.20962502000000002
3953,2022-06-11 04:42:00,29344.0,29352.0,29352.0,29344.0,0.00369308
3952,2022-06-11 04:43:00,29355.0,29357.0,29357.0,29355.0,0.02210017
3951,2022-06-11 04:44:00,29356.0,29362.0,29362.0,29356.0,0.24960765999999998
3950,2022-06-11 04:45:00,29361.0,29361.0,29361.0,29361.0,0.00037699
3949,2022-06-11 04:46:00,29362.0,29361.0,29362.0,29361.0,0.05758518
3948,2022-06-11 04:47:00,29361.0,29371.0,29371.0,29361.0,0.3385456
3947,2022-06-11 04:48:00,29371.0,29372.0,29373.0,29371.0,1.08676833
3946,2022-06-11 04:49:00,29373.0,29373.0,29374.0,29372.0,0.01561663
3945,2022-06-11 04:50:00,29373.0,29373.0,29373.0,29372.23361119,0.00908744
3944,2022-06-11 04:51:00,29373.0,29367.93003529,29374.0,29367.0,4.00525393
3943,2022-06-11 04:52:00,29374.0,29377.0,29384.0,29374.0,2.00808305
3942,2022-06-11 04:53:00,29376.0,29374.0,29376.0,29374.0,0.00031959999999999996
3941,2022-06-11 04:54:00,29376.0,29380.0,29383.0,29376.0,1.6409334
3940,2022-06-11 04:55:00,29383.0,29386.0,29393.0,29380.0,3.22106383
3939,2022-06-11 04:56:00,29385.0,29387.0,29392.0,29383.70680452,1.60656604
3938,2022-06-11 04:57:00,29390.0,29386.0,29390.0,29386.0,0.0001519
3937,2022-06-11 04:58:00,29394.66859109,29395.0,29395.0,29394.66859109,0.01456
3936,2022-06-11 04:59:00,29395.0,29395.0,29397.0,29394.0,0.11134319
3935,2022-06-11 05:00:00,29397.0,29402.0,29409.0,29396.0,0.85049022
3934,2022-06-11 05:01:00,29401.58714298,29407.0,29408.0,29398.0,0.32308175
3933,2022-06-11 05:02:00,29406.0,29407.0,29407.0,29405.0,0.056973020000000006
3932,2022-06-11 05:03:00,29406.0,29407.0,29407.0,29406.0,0.13193754
3931,2022-06-11 05:04:00,29407.0,29410.0,29410.0,29407.0,0.24560785
3930,2022-06-11 05:05:00,29406.0,29407.0,29407.0,29405.0,0.12021718
3929,2022-06-11 05:06:00,29407.0,29417.0,29417.0,29407.0,0.37271702
3928,2022-06-11 05:07:00,29417.0,29420.0,29428.0,29417.0,0.46844713
3927,2022-06-11 05:08:00,29427.0,29441.69566032,29456.0,29427.0,0.83508888
3926,2022-06-11 05:09:00,29442.0,29452.0,29452.0,29442.0,0.16498595
3925,2022-06-11 05:10:00,29447.85578411,29424.44731369,29447.85578411,29424.44731369,1.3384022
3924,2022-06-11 05:11:00,29424.44731369,29419.51921466,29430.60743749,29419.51921466,1.31148906
3923,2022-06-11 05:12:00,29417.0,29411.0,29417.0,29402.0,2.74057072
3922,2022-06-11 05:13:00,29406.0,29402.0,29406.0,29399.80681852,0.11207003
3921,2022-06-11 05:14:00,29405.0,29402.0,29405.0,29402.0,0.01524786
3920,2022-06-11 05:15:00,29402.26017415,29364.0,29402.26017415,29364.0,3.84283325
3919,2022-06-11 05:16:00,29364.0,29364.0,29368.0,29364.0,0.86681098
3918,2022-06-11 05:17:00,29364.0,29361.0,29364.0,29345.0,1.5299517
3917,2022-06-11 05:18:00,29361.0,29347.0,29362.0,29340.0,1.74877368
3916,2022-06-11 05:19:00,29349.0,29334.0,29349.0,29331.0,0.54740596
3915,2022-06-11 05:20:00,29336.0,29345.0,29346.0,29334.0,0.00709508
3914,2022-06-11 05:21:00,29345.0,29348.0,29348.0,29345.0,0.00543979
3913,2022-06-11 05:22:00,29348.0,29334.0,29351.0,29334.0,0.18932012
3912,2022-06-11 05:23:00,29334.27292759,29340.0,29347.0,29334.27292759,1.88269891
3911,2022-06-11 05:24:00,29345.0,29350.0,29355.0,29338.0,1.05240176
3910,2022-06-11 05:25:00,29351.0,29347.0,29356.0,29347.0,0.21274006
3909,2022-06-11 05:26:00,29352.0,29345.0,29352.0,29342.0,0.22143963
3908,2022-06-11 05:27:00,29345.0,29350.0,29350.0,29340.0,0.50363631
3907,2022-06-11 05:28:00,29346.0,29346.0,29352.0,29345.0,0.61371986
3906,2022-06-11 05:29:00,29350.0,29350.0,29351.0,29346.0,1.6357225
3905,2022-06-11 05:30:00,29350.0,29355.0,29356.0,29350.0,2.5831874200000002
3904,2022-06-11 05:31:00,29351.0,29347.0,29353.0,29347.0,0.01491381
3903,2022-06-11 05:32:00,29343.0,29346.0,29346.0,29343.0,0.01516232
3902,2022-06-11 05:33:00,29345.0,29348.0,29349.0,29345.0,0.57728858
3901,2022-06-11 05:34:00,29347.0,29343.0,29351.0,29343.0,0.39640348000000003
3900,2022-06-11 05:35:00,29346.0,29356.0,29356.0,29346.0,0.00104327
3899,2022-06-11 05:36:00,29355.0,29343.0,29358.0,29343.0,0.00031287999999999997
3898,2022-06-11 05:37:00,29346.0,29341.90165486,29346.0,29341.90165486,0.01527129
3897,2022-06-11 05:38:00,29343.0,29346.0,29346.0,29340.0,0.41662086
3896,2022-06-11 05:39:00,29340.0,29342.0,29342.0,29340.0,0.00514696
3895,2022-06-11 05:40:00,29346.0,29347.0,29351.0,29346.0,0.00577041
3894,2022-06-11 05:41:00,29342.0,29345.7230885,29346.0,29340.0,0.0062729199999999995
3893,2022-06-11 05:42:00,29339.43760534,29333.0,29339.43760534,29333.0,0.8182091
3892,2022-06-11 05:43:00,29333.0,29333.0,29334.0,29333.0,1.30839333
3891,2022-06-11 05:44:00,29334.0,29334.5095063,29335.0,29333.0,0.6904893
3890,2022-06-11 05:45:00,29335.0,29335.0,29335.0,29334.0,0.0106741
3889,2022-06-11 05:46:00,29335.0,29335.0,29336.0,29335.0,0.00047358000000000003
3888,2022-06-11 05:47:00,29336.0,29341.0,29343.0,29336.0,0.0057404
3887,2022-06-11 05:48:00,29344.0,29346.89434298,29346.89434298,29344.0,0.06888554
3886,2022-06-11 05:49:00,29346.89434298,29342.0,29346.89434298,29340.0,0.41409391
3885,2022-06-11 05:50:00,29341.0,29336.0,29341.0,29336.0,0.00595994
3884,2022-06-11 05:51:00,29335.0,29276.0,29335.0,29268.81025341,7.0490496799999995
3883,2022-06-11 05:52:00,29280.0,29283.0,29297.0,29280.0,2.79224914
3882,2022-06-11 05:53:00,29286.0,29298.0,29298.0,29277.0,5.1128389
3881,2022-06-11 05:54:00,29305.0,29297.0,29305.0,29297.0,0.0203992
3880,2022-06-11 05:55:00,29297.0,29312.0,29312.0,29297.0,0.30515335
3879,2022-06-11 05:56:00,29314.0,29308.0,29315.0,29308.0,3.0132743300000002
3878,2022-06-11 05:57:00,29309.0,29312.0,29313.0,29308.0,0.0059028200000000005
3877,2022-06-11 05:58:00,29303.0,29298.0,29304.0,29298.0,0.10291451
3876,2022-06-11 05:59:00,29300.0,29307.0,29307.0,29300.0,0.03808356
3875,2022-06-11 06:00:00,29298.0,29291.0,29304.0,29289.0,3.33986067
3874,2022-06-11 06:01:00,29291.0,29298.0,29298.0,29291.0,0.00127131
3873,2022-06-11 06:02:00,29298.0,29307.0,29312.0,29298.0,0.20278206000000001
3872,2022-06-11 06:03:00,29307.0,29308.0,29308.0,29307.0,0.0292504
3871,2022-06-11 06:04:00,29308.0,29309.0,29309.0,29308.0,0.01623867
3870,2022-06-11 06:05:00,29312.7093765,29312.0,29313.0,29312.0,0.01351752
3869,2022-06-11 06:06:00,29312.0,29306.0,29312.0,29306.0,0.01558998
3868,2022-06-11 06:07:00,29306.0,29307.0,29307.0,29306.0,0.07370611
3867,2022-06-11 06:08:00,29299.0,29301.0,29301.0,29299.0,0.01656398
3866,2022-06-11 06:09:00,29304.0,29304.0,29304.0,29304.0,0.00027812
3865,2022-06-11 06:10:00,29305.0,29309.0,29310.0,29305.0,0.00034762
3864,2022-06-11 06:11:00,29309.0,29309.0,29310.0,29309.0,0.08017235
3863,2022-06-11 06:12:00,29310.0,29308.0,29310.0,29308.0,0.00022103999999999998
3862,2022-06-11 06:13:00,29307.0,29305.0,29307.0,29305.0,0.05520197
3861,2022-06-11 06:14:00,29306.0,29297.0,29306.0,29297.0,0.50684771
3860,2022-06-11 06:15:00,29298.0,29300.0,29300.0,29298.0,0.00209128
3859,2022-06-11 06:16:00,29300.61581989,29301.0,29301.0,29300.0,0.00044021
3858,2022-06-11 06:17:00,29300.0,29301.0,29301.0,29300.0,0.00515335
3857,2022-06-11 06:18:00,29301.0,29301.0,29301.0,29300.0,0.00046549
3856,2022-06-11 06:19:00,29301.0,29306.0,29308.0,29301.0,0.00532907
3855,2022-06-11 06:20:00,29306.0,29300.0,29307.0,29300.0,0.00299208
3854,2022-06-11 06:21:00,29300.0,29299.0,29300.0,29299.0,0.18000694
3853,2022-06-11 06:22:00,29300.0,29301.0,29301.0,29300.0,0.035331579999999994
3852,2022-06-11 06:23:00,29302.0,29301.0,29302.0,29301.0,0.00519412
3851,2022-06-11 06:24:00,29302.0,29302.0,29302.0,29301.0,0.25075847
3850,2022-06-11 06:25:00,29302.0,29310.0,29310.0,29302.0,0.04792792
3849,2022-06-11 06:26:00,29310.0,29309.0,29310.0,29309.0,0.00038589
3848,2022-06-11 06:27:00,29308.0,29308.0,29308.0,29308.0,0.00509956
3847,2022-06-11 06:28:00,29308.0,29309.73316476,29309.73316476,29308.0,0.00035993
3846,2022-06-11 06:29:00,29309.73316476,29310.0,29310.0,29309.73316476,0.00063839
3845,2022-06-11 06:30:00,29309.73316476,29309.73316476,29309.73316476,29309.73316476,0.00024566
3844,2022-06-11 06:31:00,29310.0,29310.0,29310.0,29310.0,0.00135511
3843,2022-06-11 06:32:00,29310.0,29309.73316476,29310.0,29309.73316476,0.01087956
3842,2022-06-11 06:33:00,29309.73316476,29309.0,29310.0,29309.0,0.25745592
3841,2022-06-11 06:34:00,29302.0,29294.0,29302.0,29293.0,0.8426942
3840,2022-06-11 06:35:00,29294.0,29294.0,29294.0,29293.0,0.00604575
3839,2022-06-11 06:36:00,29294.0,29313.0,29313.0,29294.0,2.20320643
3838,2022-06-11 06:37:00,29313.0,29319.7252092,29319.7252092,29313.0,0.2460661
3837,2022-06-11 06:38:00,29319.7252092,29318.0,29325.0,29318.0,0.13736857
3836,2022-06-11 06:39:00,29318.0,29326.0,29326.0,29318.0,0.00074376
3835,2022-06-11 06:40:00,29325.0,29326.0,29326.0,29325.0,0.005563520000000001
3834,2022-06-11 06:41:00,29325.0,29324.0,29325.0,29324.0,0.00015451
3833,2022-06-11 06:42:00,29323.0,29325.0,29326.0,29322.0,0.0009675899999999999
3832,2022-06-11 06:43:00,29325.0,29325.0,29326.0,29325.0,0.0005292
3831,2022-06-11 06:44:00,29322.0,29315.0,29322.0,29315.0,0.10828054
3830,2022-06-11 06:45:00,29318.0,29316.0,29318.0,29316.0,0.00117898
3829,2022-06-11 06:46:00,29317.0,29323.0,29323.0,29317.0,0.13660684
3828,2022-06-11 06:47:00,29323.0,29316.0,29323.0,29316.0,0.00341584
3827,2022-06-11 06:48:00,29317.0,29317.0,29318.0,29316.0,0.00051085
3826,2022-06-11 06:49:00,29318.0,29318.0,29318.0,29317.44437374,0.00078971
3825,2022-06-11 06:50:00,29317.0,29315.0,29318.0,29313.0,0.00319541
3824,2022-06-11 06:51:00,29315.0,29318.0,29318.0,29314.0,0.09487857999999999
3823,2022-06-11 06:52:00,29314.19748236,29317.0,29318.0,29314.19748236,0.045780680000000004
3822,2022-06-11 06:53:00,29318.0,29317.44437374,29318.0,29317.1736941,0.00058573
3821,2022-06-11 06:54:00,29318.0,29317.0,29318.0,29317.0,0.00522833
3820,2022-06-11 06:55:00,29318.0,29317.0,29318.0,29316.42964116,0.18744139999999998
3819,2022-06-11 06:56:00,29317.0,29316.0,29317.0,29316.0,0.16192293000000002
3818,2022-06-11 06:57:00,29316.0,29310.0,29316.0,29310.0,0.04562344
3817,2022-06-11 06:58:00,29309.0,29313.0,29322.38206463,29306.0,2.99176047
3816,2022-06-11 06:59:00,29315.0,29315.68558823,29315.68558823,29313.45342943,0.02100267
3815,2022-06-11 07:00:00,29315.68558823,29324.61422343,29327.0,29315.68558823,2.69069014
3814,2022-06-11 07:01:00,29325.0,29331.86210158,29331.86210158,29325.0,2.2378029
3813,2022-06-11 07:02:00,29330.0,29334.0,29334.32510117,29330.0,0.01198364
3812,2022-06-11 07:03:00,29334.32510117,29336.0,29338.01960055,29332.0,0.12962274000000001
3811,2022-06-11 07:04:00,29338.0,29344.0,29344.0,29338.0,0.2375982
3810,2022-06-11 07:05:00,29344.0,29338.0,29344.0,29338.0,1.27790136
3809,2022-06-11 07:06:00,29338.0,29338.28399828,29338.28399828,29338.0,0.00024137
3808,2022-06-11 07:07:00,29338.0,29338.0,29338.28399828,29338.0,0.00037991
3807,2022-06-11 07:08:00,29338.28399828,29321.0,29338.28399828,29320.0,4.06964621
3806,2022-06-11 07:09:00,29321.9179998,29324.65330823,29326.0,29321.0,0.01029185
3805,2022-06-11 07:10:00,29324.89363589,29324.65330823,29324.89363589,29324.65330823,0.00027218
3804,2022-06-11 07:11:00,29324.65330823,29321.0,29324.65330823,29321.0,0.01123091
3803,2022-06-11 07:12:00,29321.0,29321.9179998,29321.9179998,29321.0,0.00526102
3802,2022-06-11 07:13:00,29321.0,29321.0,29321.9179998,29321.0,0.01528417
3801,2022-06-11 07:14:00,29321.0,29321.0,29321.6515122,29321.0,0.00534378
3800,2022-06-11 07:15:00,29321.0,29308.0,29321.0,29307.78372839,2.21247197
3799,2022-06-11 07:16:00,29309.0,29315.0,29315.0,29309.0,0.001261
3798,2022-06-11 07:17:00,29329.0,29338.0,29338.01960055,29329.0,0.0764965
3797,2022-06-11 07:18:00,29338.0,29326.0,29338.0,29325.0,0.03900808
3796,2022-06-11 07:19:00,29328.0,29330.0,29331.11757374,29325.0,0.07896505
3795,2022-06-11 07:20:00,29332.0,29336.0,29336.0,29332.0,0.03535565
3794,2022-06-11 07:21:00,29336.0,29358.0,29359.0,29330.0,0.78065737
3793,2022-06-11 07:22:00,29361.0,29357.0,29361.0,29357.0,0.85320617
3792,2022-06-11 07:23:00,29356.49209747,29357.0,29357.0,29356.49209747,0.007981740000000001
3791,2022-06-11 07:24:00,29356.49209747,29349.0,29356.49209747,29347.0,0.9573312300000001
3790,2022-06-11 07:25:00,29348.0,29343.0,29348.0,29343.0,0.00058283
3789,2022-06-11 07:26:00,29343.0,29324.0,29343.0,29324.0,0.89044015
3788,2022-06-11 07:27:00,29327.0,29325.0,29327.0,29325.0,0.00597805
3787,2022-06-11 07:28:00,29326.0,29325.0,29333.0,29325.0,0.30006379
3786,2022-06-11 07:29:00,29328.0,29328.0,29334.0,29328.0,0.01031208
3785,2022-06-11 07:30:00,29332.0,29341.0,29341.0,29332.0,0.21765616
3784,2022-06-11 07:31:00,29344.0,29350.0,29351.0,29344.0,0.21403678
3783,2022-06-11 07:32:00,29349.0,29349.0,29350.0,29349.0,0.00054033
3782,2022-06-11 07:33:00,29349.1030987,29350.0,29350.0,29349.0,0.00038929
3781,2022-06-11 07:34:00,29350.0,29349.91202318,29350.0,29349.0,0.00764753
3780,2022-06-11 07:35:00,29349.0,29349.0,29349.91202318,29349.0,0.00338643
3779,2022-06-11 07:36:00,29349.0,29339.0,29349.0,29339.0,0.30856505
3778,2022-06-11 07:37:00,29340.0,29347.0,29347.0,29340.0,0.00130616
3777,2022-06-11 07:38:00,29349.0,29349.0,29349.0,29349.0,0.00015857
3776,2022-06-11 07:39:00,29349.16797025,29349.16797025,29349.16797025,29349.16797025,6e-05
3775,2022-06-11 07:40:00,29349.16797025,29349.16797025,29349.16797025,29349.16797025,0.00045546
3774,2022-06-11 07:41:00,29351.56609829,29352.79759808,29352.79759808,29351.56609829,0.00294605
3773,2022-06-11 07:42:00,29352.0,29350.0,29362.0,29350.0,1.14629911
3772,2022-06-11 07:43:00,29350.04969682,29357.0,29357.0,29350.04969682,0.00032338
3771,2022-06-11 07:44:00,29359.0,29362.0,29362.0,29359.0,0.00553803
3770,2022-06-11 07:45:00,29360.0,29359.0,29360.0,29359.0,0.00030845
3769,2022-06-11 07:46:00,29360.0,29352.0,29360.0,29352.0,0.25520221
3768,2022-06-11 07:47:00,29349.91202318,29340.58363528,29350.0,29340.58363528,0.32758116
3767,2022-06-11 07:48:00,29341.0,29343.0,29344.0,29340.58363528,0.1108359
3766,2022-06-11 07:49:00,29342.68720451,29342.68720451,29342.68720451,29342.68720451,0.00013437
3765,2022-06-11 07:50:00,29343.0,29344.0,29344.0,29342.0,0.20060893
3764,2022-06-11 07:51:00,29344.0,29345.0,29345.0,29344.0,0.00583269
3763,2022-06-11 07:52:00,29345.0,29345.0,29345.0,29345.0,0.00166599
3762,2022-06-11 07:53:00,29345.0,29345.0,29345.0,29344.0,0.00221692
3761,2022-06-11 07:54:00,29345.0,29345.0,29345.0,29344.0,0.00204665
3760,2022-06-11 07:55:00,29344.0,29345.0,29345.0,29344.0,0.0100025
3759,2022-06-11 07:56:00,29344.0,29339.82092764,29344.0,29339.53185067,0.031139359999999998
3758,2022-06-11 07:57:00,29342.0,29342.0,29342.0,29341.6354199,0.03399393
3757,2022-06-11 07:58:00,29341.6354199,29342.0,29342.0,29341.6354199,0.01063727
3756,2022-06-11 07:59:00,29341.6354199,29342.0,29342.0,29341.6354199,0.02468559
3755,2022-06-11 08:00:00,29341.6354199,29344.0,29345.0,29341.6354199,0.0043448
3754,2022-06-11 08:01:00,29344.28404975,29349.0,29350.0,29344.28404975,0.39324464000000003
3753,2022-06-11 08:02:00,29349.0,29344.79077375,29350.0,29344.79077375,0.023670840000000002
3752,2022-06-11 08:03:00,29345.0,29326.4315613,29345.0,29326.0,0.04392116
3751,2022-06-11 08:04:00,29326.0,29320.0,29326.0,29320.0,0.85456797
3750,2022-06-11 08:05:00,29320.0,29320.0,29320.48073181,29320.0,0.00234609
3749,2022-06-11 08:06:00,29320.0,29314.28901989,29320.0,29314.0,1.73765181
3748,2022-06-11 08:07:00,29314.0,29302.0,29314.0,29302.0,1.8530642
3747,2022-06-11 08:08:00,29303.0,29301.0,29303.0,29301.0,2.44747985
3746,2022-06-11 08:09:00,29300.95243491,29301.0,29301.66760451,29300.95243491,0.70309717
3745,2022-06-11 08:10:00,29301.0,29279.0,29301.0,29279.0,2.8226584000000003
3744,2022-06-11 08:11:00,29280.6319122,29283.0,29284.0,29280.6319122,0.76672292
3743,2022-06-11 08:12:00,29283.0,29283.0,29284.0,29283.0,1.61864048
3742,2022-06-11 08:13:00,29278.0,29275.0,29278.0,29273.26941989,4.01297626
3741,2022-06-11 08:14:00,29276.0,29279.0,29279.0,29276.0,0.00048877
3740,2022-06-11 08:15:00,29278.0,29278.0,29279.0,29278.0,0.00042694
3739,2022-06-11 08:16:00,29278.0,29295.0,29295.0,29278.0,1.02833061
3738,2022-06-11 08:17:00,29295.82880011,29284.66933462,29295.82880011,29278.0,0.38720835
3737,2022-06-11 08:18:00,29278.0,29279.0,29283.0,29278.0,2.42197549
3736,2022-06-11 08:19:00,29278.0,29283.0,29283.0,29278.0,0.07126783
3735,2022-06-11 08:20:00,29287.0,29300.0,29300.0,29287.0,0.51374143
3734,2022-06-11 08:21:00,29301.0,29298.0,29301.0,29298.0,0.055312730000000004
3733,2022-06-11 08:22:00,29298.0,29288.0,29298.0,29287.0,0.00042310000000000004
3732,2022-06-11 08:23:00,29287.0,29274.3212045,29287.0,29274.0,0.58823595
3731,2022-06-11 08:24:00,29274.0,29274.3212045,29275.0,29274.0,0.20519911999999998
3730,2022-06-11 08:25:00,29274.3212045,29294.0,29294.0,29269.0,3.75980772
3729,2022-06-11 08:26:00,29293.0,29295.0,29295.0,29293.0,0.48714935
3728,2022-06-11 08:27:00,29294.0,29286.0,29294.0,29286.0,0.40230326
3727,2022-06-11 08:28:00,29286.0,29286.0,29286.0,29286.0,0.40031422
3726,2022-06-11 08:29:00,29286.94261989,29277.0,29286.94261989,29277.0,0.39706531
3725,2022-06-11 08:30:00,29275.37298912,29284.0,29284.0,29275.37298912,0.8530007900000001
3724,2022-06-11 08:31:00,29284.0,29287.0,29287.0,29284.0,0.0309914
3723,2022-06-11 08:32:00,29286.0,29286.0,29286.90122772,29286.0,0.00040748
3722,2022-06-11 08:33:00,29286.0,29286.90122772,29286.90122772,29286.0,0.00029016000000000003
3721,2022-06-11 08:34:00,29286.0,29274.0,29286.0,29274.0,0.12309046
3720,2022-06-11 08:35:00,29275.0,29293.0,29293.0,29275.0,0.45404638
3719,2022-06-11 08:36:00,29292.0,29290.0,29292.0,29287.0,0.00436739
3718,2022-06-11 08:37:00,29283.0,29186.0,29283.0,29133.0,40.79029836
3717,2022-06-11 08:38:00,29187.0,29230.0,29232.0,29156.0,5.98855435
3716,2022-06-11 08:39:00,29211.21412757,29209.0,29211.21412757,29161.17124988,4.8346490200000005
3715,2022-06-11 08:40:00,29212.0,29217.0,29217.0,29205.0,1.6141713
3714,2022-06-11 08:41:00,29226.0,29194.0,29226.0,29193.0,5.3840955
3713,2022-06-11 08:42:00,29195.0,29170.0,29195.0,29169.0,1.99869513
3712,2022-06-11 08:43:00,29169.1658897,29138.0,29169.1658897,29101.0,9.29833018
3711,2022-06-11 08:44:00,29137.58920448,29159.67668141,29161.0,29137.58920448,5.69006052
3710,2022-06-11 08:45:00,29167.0,29174.09248952,29188.0,29159.0,1.63757966
3709,2022-06-11 08:46:00,29160.0,29153.0,29160.0,29138.0,2.10404332
3708,2022-06-11 08:47:00,29156.0,29149.0,29156.0,29126.0,2.08089623
3707,2022-06-11 08:48:00,29148.0,29120.0,29156.0,29120.0,2.60898255
3706,2022-06-11 08:49:00,29122.0,29144.80403383,29144.80403383,29122.0,3.15174723
3705,2022-06-11 08:50:00,29145.0,29148.0,29150.0,29145.0,0.6429744500000001
3704,2022-06-11 08:51:00,29149.0,29145.0,29150.0,29145.0,1.09676206
3703,2022-06-11 08:52:00,29145.0,29167.0,29167.0,29145.0,0.98806972
3702,2022-06-11 08:53:00,29167.0,29178.0,29178.0,29167.0,0.16869378000000002
3701,2022-06-11 08:54:00,29177.0,29154.0,29178.0,29152.0,1.83752241
3700,2022-06-11 08:55:00,29153.15444028,29153.0,29153.36597372,29153.0,0.43964583
3699,2022-06-11 08:56:00,29153.73160623,29158.0,29160.54434001,29145.0,1.7621097
3698,2022-06-11 08:57:00,29158.19539242,29145.0,29162.0,29145.0,7.88609697
3697,2022-06-11 08:58:00,29148.0,29120.0,29150.0,29120.0,8.99341853
3696,2022-06-11 08:59:00,29120.0,29017.0,29121.0,29016.0,33.12350219
3695,2022-06-11 09:00:00,29016.0,28970.0,29051.0,28954.0,45.47198846
3694,2022-06-11 09:01:00,28970.0,28965.0,29017.0,28908.0,27.19474112
3693,2022-06-11 09:02:00,28954.0,28939.0,28977.0,28918.6388666,11.50326587
3692,2022-06-11 09:03:00,28939.0,28972.20430095,28980.0,28925.0,8.71849148
3691,2022-06-11 09:04:00,28969.22844348,28950.37154292,28969.22844348,28927.0,3.3177641
3690,2022-06-11 09:05:00,28961.0,28888.0,28961.0,28888.0,9.14939128
3689,2022-06-11 09:06:00,28887.0,28837.0,28898.0,28830.0,17.53910685
3688,2022-06-11 09:07:00,28838.0,28821.92349904,28867.30532536,28752.0,30.13745688
3687,2022-06-11 09:08:00,28821.92349904,28924.0,28944.0,28821.92349904,16.3864057
3686,2022-06-11 09:09:00,28917.0,28937.0,28938.0,28917.0,1.65953567
3685,2022-06-11 09:10:00,28938.0,28945.0,28959.0,28916.0,3.46426782
3684,2022-06-11 09:11:00,28950.0,28983.0,28989.0,28943.0,0.87032294
3683,2022-06-11 09:12:00,28989.0,28970.0,28996.0,28951.0,0.9728438500000001
3682,2022-06-11 09:13:00,28969.0,28955.8370849,28981.0,28955.0,2.33405252
3681,2022-06-11 09:14:00,28968.25188138,28985.0,28985.0,28960.0,2.77427255
3680,2022-06-11 09:15:00,28987.0,28993.0,28994.0,28946.0,4.54460894
